username,location,tweetcreatedts,retweetcount,text,hashtags
sierraeyesalone,Freetown sierra Leone ,2021-01-30 18:15:20,1,"@WHO states that ""A #COVID19 death is defined for surveillance purposes as a death resulting from a clinically compatible illness in a probable or confirmed #COVID-19 case unless there is a clear alternative cause of death that cannot be related to #COVID19 disease.","[{'text': 'COVID19', 'indices': [20, 28]}, {'text': 'COVID', 'indices': [157, 163]}, {'text': 'COVID19', 'indices': [249, 257]}]"
Disinfector,USA,2021-01-30 18:14:33,68,"4/ The vaccine clinical trials showed no meaningful reduction in #Covid or all-cause mortality AND included almost no one at very high risk from #Covid (over 75s with comorbidities).

Aside from that, everything is fine, nothing to see here.

HOPE IS NOT EVIDENCE.","[{'text': 'Covid', 'indices': [83, 89]}]"
Macgyyver,"Edmonton, Alberta",2021-01-30 18:13:53,17,Hey #YEG I have a great #Indigenous mom who has had a crappy year fleeing abuse. She has no means and now she and her children have #COVID  They have nothing and are looking for a donation in paint/canvas or beads and thread. They are hoping for some meat as well.,"[{'text': 'YEG', 'indices': [25, 29]}, {'text': 'Indigenous', 'indices': [45, 56]}]"
di_daisyistand,"Southern Colorado, USA",2021-01-30 18:13:51,0,"Since most reporters have been sitting in their basements on zoom or such during the phoney #covid ""raging pandemic"" amongst the elitists in DC and elsewhere (instead of seeing reality outside their greedy #APnarrative of hazmat suit blarney), it's NOT surprising they believe it!","[{'text': 'covid', 'indices': [92, 98]}, {'text': 'APnarrative', 'indices': [206, 218]}]"
TXFlowerChic,Heart of Texas,2021-01-30 18:13:25,68,"4/ The vaccine clinical trials showed no meaningful reduction in #Covid or all-cause mortality AND included almost no one at very high risk from #Covid (over 75s with comorbidities).

Aside from that, everything is fine, nothing to see here.

HOPE IS NOT EVIDENCE.","[{'text': 'Covid', 'indices': [83, 89]}]"
adekleine,,2021-01-30 18:13:01,7,"People 65 years and older are eligible for a free #COVID-19 vaccine! 

Sign up for yours by visiting: 💻https://t.co/S8JwYqk3vB or call 📞(833) 540-0473. https://t.co/RnyeiFJV2I","[{'text': 'COVID', 'indices': [63, 69]}]"
SquireChet,Strait of Juan de Fuca ,2021-01-30 18:12:03,0,"Viral mutations: in a room you have 100 beers and 100 people. Everyone is happy. A vaccine, (or in the case of bacteria an antibiotic), wipes out 98 people. 
In a room you have 100 beers and just 2 people. They have children. #COVID #virus #mutations","[{'text': 'COVID', 'indices': [226, 232]}, {'text': 'virus', 'indices': [233, 239]}, {'text': 'mutations', 'indices': [240, 250]}]"
Teacher_bot2000,Wherever the Internet is I am ,2021-01-30 18:11:02,0,It makes a difference whether #COVID was created in a lab or in nature because it determines what we can expect from it going forward. Viruses created in labs are supercharged to be the most virulent and contagious and adaptable as possible so extra caution is required.,"[{'text': 'COVID', 'indices': [30, 36]}]"
fraudalert11,,2021-01-30 18:09:02,1,"Stop your fraud. It’s illegal to use a legal name. Read and share the #BCCRSS or continue to go along with crimes against humanity

⚖️ https://t.co/fekw41TbPf ⚖️

#crss #Caturday #cryptocurrencies #Clubhouse #covid #HanKer #GalaxyS21 #StockMarket #GulfKanawut #VakeelSaab #corona","[{'text': 'BCCRSS', 'indices': [70, 77]}, {'text': 'crss', 'indices': [163, 168]}, {'text': 'Caturday', 'indices': [169, 178]}, {'text': 'cryptocurrencies', 'indices': [179, 196]}, {'text': 'Clubhouse', 'indices': [197, 207]}, {'text': 'covid', 'indices': [208, 214]}, {'text': 'HanKer', 'indices': [215, 222]}, {'text': 'GalaxyS21', 'indices': [223, 233]}, {'text': 'StockMarket', 'indices': [234, 246]}, {'text': 'GulfKanawut', 'indices': [247, 259]}, {'text': 'VakeelSaab', 'indices': [260, 271]}, {'text': 'corona', 'indices': [272, 279]}]"
MamaMagicSA,"Joburg, Durban & Cape Town",2021-01-30 18:09:02,2,"NEW EPISODE ALERT: To vaccinate or to vaccinate? In this episode, host @Linda_Mtoba  talks about #vaccinations with paediatrician @DrEnricoMaraschin, and registered nurse and midwife Nicole Tshimanga. Watch it now!
 https://t.co/JLgZwM1RMA 
#herdimmunity #Covid #vaccine https://t.co/JkHtVKapkp","[{'text': 'vaccinations', 'indices': [97, 110]}, {'text': 'herdimmunity', 'indices': [241, 254]}, {'text': 'Covid', 'indices': [255, 261]}, {'text': 'vaccine', 'indices': [262, 270]}]"
_oholt,,2021-01-30 18:09:01,4,"In addition to the power stuff, you have to give Holt 80-grade baseball makeup. You know he really loves the game and wants to compete by transferring from Harvard to a JUCO. He wasn't going to let #covid or the Ivy League's decision on no sports get the best of him 👍👍 https://t.co/tMV3edOYGI",[]
KassandraKitson,,2021-01-30 18:08:57,68,"4/ The vaccine clinical trials showed no meaningful reduction in #Covid or all-cause mortality AND included almost no one at very high risk from #Covid (over 75s with comorbidities).

Aside from that, everything is fine, nothing to see here.

HOPE IS NOT EVIDENCE.","[{'text': 'Covid', 'indices': [83, 89]}]"
SameenaKluck,Washington,2021-01-30 18:08:53,0,Super-interesting look at vaccination rates &amp; vaccines used by countries around the world. The continent of Africa. Has. None. I’m reminded of Bono’s lyric “Where you live should not decide whether you live or whether you die” #covid #InequalityVirus https://t.co/zHZmWbz5S3,"[{'text': 'covid', 'indices': [231, 237]}, {'text': 'InequalityVirus', 'indices': [238, 254]}]"
mytheoz,London | Accra,2021-01-30 18:05:25,1,"The #WorldBank says it'll help #African countries procure #COVID vaccines. It has committed $12 bn in grants or on “highly concessional terms”. Africa has so far secured 36% of its vaccine needs with 25% coming from #Covax initiative and 11% from the AU. 
https://t.co/ZxWQPpf8Ps","[{'text': 'WorldBank', 'indices': [4, 14]}, {'text': 'African', 'indices': [31, 39]}, {'text': 'COVID', 'indices': [58, 64]}, {'text': 'Covax', 'indices': [216, 222]}]"
luzreyesmartin,,2021-01-30 18:04:56,7,"People 65 years and older are eligible for a free #COVID-19 vaccine! 

Sign up for yours by visiting: 💻https://t.co/S8JwYqk3vB or call 📞(833) 540-0473. https://t.co/RnyeiFJV2I","[{'text': 'COVID', 'indices': [63, 69]}]"
dontmindmedmbss,,2021-01-30 18:04:47,72,"@marixaza @AimanPsikologi For those in need of basic food supply, can come at MyKampung Fresh Mart seksyen 24 Shah Alam to get it for free.

Or, can apply financial aid in the link below:-

https://t.co/EXK2KbvnjK

Anyone can apply regardless their race and religion. 

#COVID https://t.co/uxErx4fFVp",[]
moxie_iii,"Los Angeles, CA",2021-01-30 18:01:48,7,"People 65 years and older are eligible for a free #COVID-19 vaccine! 

Sign up for yours by visiting: 💻https://t.co/S8JwYqk3vB or call 📞(833) 540-0473. https://t.co/RnyeiFJV2I","[{'text': 'COVID', 'indices': [63, 69]}]"
UCLABruinChick,Los Angeles,2021-01-30 18:01:46,7,"People 65 years and older are eligible for a free #COVID-19 vaccine! 

Sign up for yours by visiting: 💻https://t.co/S8JwYqk3vB or call 📞(833) 540-0473. https://t.co/RnyeiFJV2I","[{'text': 'COVID', 'indices': [63, 69]}]"
FannydeFUBAR,,2021-01-30 18:01:15,68,"4/ The vaccine clinical trials showed no meaningful reduction in #Covid or all-cause mortality AND included almost no one at very high risk from #Covid (over 75s with comorbidities).

Aside from that, everything is fine, nothing to see here.

HOPE IS NOT EVIDENCE.","[{'text': 'Covid', 'indices': [83, 89]}]"
SSPAEvents,"Stafford, England",2021-01-30 18:01:02,0,"HULL Gotta Dance 2021 
THURSDAY 1ST JULY
Middleton Hall Theatre - All ages. 
email admin@sspa-events.com or 07793891029 
https://t.co/iiqsKHXdSF
#Hull #Dance #Show #Street #Ballet  #Theatre #MusicalTheatre  #Showcase #Humberside #Schools #DanceGroups #2021  #Covid Free https://t.co/TUnzZLOXgA","[{'text': 'Hull', 'indices': [145, 150]}, {'text': 'Dance', 'indices': [151, 157]}, {'text': 'Show', 'indices': [158, 163]}, {'text': 'Street', 'indices': [164, 171]}, {'text': 'Ballet', 'indices': [172, 179]}, {'text': 'Theatre', 'indices': [181, 189]}, {'text': 'MusicalTheatre', 'indices': [190, 205]}, {'text': 'Showcase', 'indices': [207, 216]}, {'text': 'Humberside', 'indices': [217, 228]}, {'text': 'Schools', 'indices': [229, 237]}, {'text': 'DanceGroups', 'indices': [238, 250]}, {'text': 'Covid', 'indices': [258, 264]}]"
luvmy4durans,,2021-01-30 18:00:44,7,"People 65 years and older are eligible for a free #COVID-19 vaccine! 

Sign up for yours by visiting: 💻https://t.co/S8JwYqk3vB or call 📞(833) 540-0473. https://t.co/RnyeiFJV2I","[{'text': 'COVID', 'indices': [63, 69]}]"
ReadyLA,Los Angeles,2021-01-30 18:00:37,7,"People 65 years and older are eligible for a free #COVID-19 vaccine! 

Sign up for yours by visiting: 💻https://t.co/S8JwYqk3vB or call 📞(833) 540-0473. https://t.co/RnyeiFJV2I","[{'text': 'COVID', 'indices': [50, 56]}]"
garrMcB,O’ Wyom,2021-01-30 18:00:02,1632,"Wall St. backed Biden. Wall St. backed #CoVid lockdowns. Both have irreparably harmed the Main St. business owner. If you see a paltry stimulus check or increasing mid-sized business taxes as “economic justice”, you aren’t paying attention.","[{'text': 'CoVid', 'indices': [53, 59]}]"
InspireEd_UK,United Kingdom,2021-01-30 18:00:01,0,Could we help to support your school? Find out more by emailing hello@inspire.education or visiting https://t.co/6ZBCwvHzYd #lockdown #covid #remotelearning #learningfromhome #edchat #teaching #teacher #edutwitter #teachertwitter #classroom #sltchat #TeacherHacks #saturdayswag https://t.co/O7TYbtfyPP,"[{'text': 'lockdown', 'indices': [124, 133]}, {'text': 'covid', 'indices': [134, 140]}, {'text': 'remotelearning', 'indices': [141, 156]}, {'text': 'learningfromhome', 'indices': [157, 174]}, {'text': 'edchat', 'indices': [175, 182]}, {'text': 'teaching', 'indices': [183, 192]}, {'text': 'teacher', 'indices': [193, 201]}, {'text': 'edutwitter', 'indices': [202, 213]}, {'text': 'teachertwitter', 'indices': [214, 229]}, {'text': 'classroom', 'indices': [230, 240]}, {'text': 'sltchat', 'indices': [241, 249]}, {'text': 'TeacherHacks', 'indices': [250, 263]}, {'text': 'saturdayswag', 'indices': [264, 277]}]"
RahmAntics,"Chicago, IL",2021-01-30 17:57:31,1,"2/ If your landlord does this w/o an eviction order it’s called a lockout and it’s illegal. Call 311 (or 911 if it is an emergency). File a police report. Your landlord can be forced to let you back in, fined and even arrested.

#COVID #COVID_Chicago #Rent #tenants #RENTRELIEF",[]
RahmAntics,"Chicago, IL",2021-01-30 17:57:20,1,"1/ If you’re a tenant in #Chicago, your landlord cannot change your locks or remove your possessions without (1) obtaining an eviction court order and (2) the Cook County Sheriff first coming out to “enforce” the order. 

#COVID #COVID_Chicago #Rent #tenants #RENTRELIEF https://t.co/5xrDV7rRMU","[{'text': 'Chicago', 'indices': [42, 50]}]"
SmileTolula,"England, United Kingdom",2021-01-30 17:56:32,0,"Support #university #students during #COVID19 #lockdown

2 weeks rent refund whilst it's being 3 months abandoned due to #covid #lockdown is disappointing it ain't fair or right.
@MartinSLewis @BorisJohnson @MattHancock @EmmaHardyMP @ucu https://t.co/gkFzHOVmux","[{'text': 'university', 'indices': [8, 19]}, {'text': 'students', 'indices': [20, 29]}, {'text': 'COVID19', 'indices': [37, 45]}, {'text': 'lockdown', 'indices': [46, 55]}, {'text': 'covid', 'indices': [121, 127]}, {'text': 'lockdown', 'indices': [128, 137]}]"
OwnYourHome,,2021-01-30 17:55:43,0,"Volaris airlines is not following the CDC rule that requires people to take an antigen or PRC test less than 72 hours before their flight, even though the paid passengers did not have the virus or the antigens.
#Volaris #COVID # Aeromexico #Mexico # Central America #Airlines #CDC","[{'text': 'Volaris', 'indices': [211, 219]}, {'text': 'COVID', 'indices': [220, 226]}, {'text': 'Mexico', 'indices': [240, 247]}, {'text': 'Airlines', 'indices': [266, 275]}, {'text': 'CDC', 'indices': [276, 280]}]"
EfarizanMogan,"Kota Samarahan, Malaysia",2021-01-30 17:55:00,72,"@marixaza @AimanPsikologi For those in need of basic food supply, can come at MyKampung Fresh Mart seksyen 24 Shah Alam to get it for free.

Or, can apply financial aid in the link below:-

https://t.co/EXK2KbvnjK

Anyone can apply regardless their race and religion. 

#COVID https://t.co/uxErx4fFVp",[]
Brooke888888,"Port Huron, MI",2021-01-30 17:54:26,57,More of this please @MSNBC! We have @jonfavs on with @chrislhayes talking about the new @crookedmedia poll. You can learn more about the poll which shows wide support for @JoeBiden going big on #Covid on @PodSaveAmerica podcast https://t.co/sHPDwPFakA,[]
friedcheezos,Malaysia 🇲🇾,2021-01-30 17:50:59,72,"@marixaza @AimanPsikologi For those in need of basic food supply, can come at MyKampung Fresh Mart seksyen 24 Shah Alam to get it for free.

Or, can apply financial aid in the link below:-

https://t.co/EXK2KbvnjK

Anyone can apply regardless their race and religion. 

#COVID https://t.co/uxErx4fFVp",[]
digino69,Texas,2021-01-30 17:49:38,68,"4/ The vaccine clinical trials showed no meaningful reduction in #Covid or all-cause mortality AND included almost no one at very high risk from #Covid (over 75s with comorbidities).

Aside from that, everything is fine, nothing to see here.

HOPE IS NOT EVIDENCE.","[{'text': 'Covid', 'indices': [83, 89]}]"
geoseyassah,,2021-01-30 17:47:42,68,"4/ The vaccine clinical trials showed no meaningful reduction in #Covid or all-cause mortality AND included almost no one at very high risk from #Covid (over 75s with comorbidities).

Aside from that, everything is fine, nothing to see here.

HOPE IS NOT EVIDENCE.","[{'text': 'Covid', 'indices': [83, 89]}]"
TgNurathifi_,Terengganu ↔ Kuala Lumpur,2021-01-30 17:47:12,72,"@marixaza @AimanPsikologi For those in need of basic food supply, can come at MyKampung Fresh Mart seksyen 24 Shah Alam to get it for free.

Or, can apply financial aid in the link below:-

https://t.co/EXK2KbvnjK

Anyone can apply regardless their race and religion. 

#COVID https://t.co/uxErx4fFVp",[]
chatiey,,2021-01-30 17:46:48,72,"@marixaza @AimanPsikologi For those in need of basic food supply, can come at MyKampung Fresh Mart seksyen 24 Shah Alam to get it for free.

Or, can apply financial aid in the link below:-

https://t.co/EXK2KbvnjK

Anyone can apply regardless their race and religion. 

#COVID https://t.co/uxErx4fFVp",[]
daeguprints,she/her,2021-01-30 17:45:03,72,"@marixaza @AimanPsikologi For those in need of basic food supply, can come at MyKampung Fresh Mart seksyen 24 Shah Alam to get it for free.

Or, can apply financial aid in the link below:-

https://t.co/EXK2KbvnjK

Anyone can apply regardless their race and religion. 

#COVID https://t.co/uxErx4fFVp",[]
Abby9820,,2021-01-30 17:44:00,72,"@marixaza @AimanPsikologi For those in need of basic food supply, can come at MyKampung Fresh Mart seksyen 24 Shah Alam to get it for free.

Or, can apply financial aid in the link below:-

https://t.co/EXK2KbvnjK

Anyone can apply regardless their race and religion. 

#COVID https://t.co/uxErx4fFVp",[]
MMaryMcKenna,Co Donegal Ireland,2021-01-30 17:41:31,0,@ryangadams I think reality more like a day a week or a few days a month ... so why would any company pay rent &amp; be responsible for #Covid compliance when you can rent a few desks in a really cool co-working space &amp; socialise/network with teams from other companies - I know which I’d prefer,"[{'text': 'Covid', 'indices': [136, 142]}]"
mhakmal94,,2021-01-30 17:41:13,72,"@marixaza @AimanPsikologi For those in need of basic food supply, can come at MyKampung Fresh Mart seksyen 24 Shah Alam to get it for free.

Or, can apply financial aid in the link below:-

https://t.co/EXK2KbvnjK

Anyone can apply regardless their race and religion. 

#COVID https://t.co/uxErx4fFVp",[]
